labels,sentences
0,This is definitely a stupid badtaste movie Eddie Murphy stars in what is written like a sitcom He is surrounded with his perfect family full of good family values If youre looking for politically correct entertainment this movie is for you But if you hate the idea of being the only one not to laugh at obscene gags in a movietheater full of popcorn addicts just flee
0,A student filmmaker enlists a Bgrade actress a delectably divaish MOLLY RINGWALD to complete the horror film that her mother a dreadfully dull Kylie Minogue tried to make 12 years ago Its a curious plot choice to say the least as any Aussie horror fan knows that the genre is sadly lacking in women directors The film has a curse on it because Molly had to kill some psycho murderer on the original set But shes back because she needs the exposure Unfortunately the curse is still there and people start dying on the set Cut is an Aussie attempt at the modern slasher but unfortunately it doesnt bring anything new or exciting to the table In fact it rips half of Wes Cravens 90s filmography Lots of filmworld namedropping a la Scream except its Aussie namedroppingJane Campionsee how this isnt as funny and lots of is this real or is this a movie a la New Nightmare The editing is bad the music is annoying the effects are laughable almost everything is bad about this Fortunately the film can have a sense of humor at one point a welldressed girl in the movie crew says to the owner of the house they are filming at Dont worry well treat your house as if it were our own to which he responds that doesnt mean anything to me you look like you live in a dump Ha And Mollys ridiculous oneliners were enough to not regret renting this one You got any diet coke in here as she rides in the film professors car and Does anyone know where I can buy any tofu the first thing she mutters on the set and Where the hell is my agent oh wait thats what I was thinking for her
0,This is one of the more unromantic movies I have ever seen Casting Richard Gere is just too old looking for romantic lead roles anymore Diane looks a bit eager to please and frowning as usual but she seems unconvinced by the romance herself Supporting cast not too memorable Story The medical drama he has to deal with is unconvincing and is not interesting The story is weak  not enough happens to make a movie about There is nothing new to say or no new way to say it here  The setting is a little bleak and the house it is set in is unattractive  NOT destined to be a great one to remember
0,It should come as no shock to you when I say that Alone in the Dark is a crappy movie To put it bluntly its as if a dung monster defecated ate the result and then vomited The final product would still outshine this movie Seemingly based on an ancient  Atari video game the movie has something or other to do with a portal to the bowels of the earth the unleashing of demons and ancient civilizations Something about there being two worlds that of darkness and that of light Guess which ones ours Oh and 10000 years ago a really superduper advanced civilization opened the portal demons came over and had a blast then wiped out the civilization Which is why weve never heard of them conveniently enough Christian Slater perhaps pining for the days of Heathers and Pump up the Volume plays Edward Carnby a paranormal researcher to whom Something Bad happened when he was 10 years old Hes hot on the trail of one of the artifacts of said advanced civilization Carnby used to be part of a secret institution called 713 which has been trying to figure out what happened to that longago civilization But Carnby believed he wasnt going to be able to find the answers he sought so he left the group But see these beasties are out and they get their prey in varying ways such as gutting them splitting them down the middle implanting neurological control devices in them or just turning them into killing zombies Yes its another zombie movie Thats about as distilled I can make the plot Its pretty convoluted and incomprehensible In similar movies one might see the intrepid researcheradventurer figure things out a step at a time and when we the audience are mentally with the researcher its a lot of fun But when the scenes shift from attack to attack with no perspective or context not so much fun The acting is dreadful save for Slater who although he almost seems embarrassed to be in the movie showed he was capable of carrying the acting load He had to get this  Tara Reid is cast as a museum curator Honest to goodness I thought Id seen the casting of a lifetime when Denise Richards was cast as a nuclear physicist in Tomorrow Never Dies But Reid here matches Richards crappy emoting for crappy emoting Hightlights include Reid pronouncing Newfoundland as New Fownd Land Reid delivering most of her lines in a dazed throaty monotone kinda like shed been on an allnight bender for the past week before filming Reid  a museum curator mind you  spending a lot of the movie in a midriffbearing top and hiphugger jeans Oh yeah she was as believable as Jessica Simpson giving stock quotes Oh why must the pretty ones be so dumb Note I dont think Tara Reids all that good looking She looks like shes in perpetual need of food Almost everyone else in the cast is completely forgettable except perhaps for Steven Dorff who played Burke one of the leaders of 713 Dorffs character wasnt terribly well developed but nothing in the movie was from the sets to the characters to Tara Reid But I digress Anyway the perplexing and utterly preposterous storyline is tough enough to follow with the film moving at such a breakneck pace but director Uwe Boll tosses in a pounding minddeadening soundtrack its so loud you cant hear what the actors are saying in some of the scenes That cant be right Given the acting level however perhaps thanks are in order to Mr Boll Oh and a fun note The opening moments of the movie include narration of the words that are crawling across the screen at the same time Remember the first Star Wars You heard that nowfamiliar Star Wars theme while the prologue crawled There was surely no need for narration why do I need some doofus to read whats on the screen for me Were the producers simply looking out for blind people Maybe that also explains why the soundtrack was so loud  they were also looking out for hardofhearing people Also the narrator inexplicably had a lisp for the first few lines of the crawl  then lost it Bizarre Alone in the Dark is a loud dopey mishmash of dreadful acting an incoherent script and hamhanded directing Hardly a note rings true Theres so much chaos that the audience simply gives up caring about the characters and roots for their demise Even in the dark the demonic creatures seem cooler and much more developed by comparison Ironically since there were only three other people in the theater I watched this Alone in the Dark I wonder if Uwe Boll planned it that way I cant quite give this the lowest rating because I had low hopes for it to begin with  and because it never grabbed me enough for me to get worked up about it Its atrocious although Slater redeems himself a tiny bit
1,Hotel du Nord  is the only Carn̩ movie from the 19361946 era which has dialogs not written by Jacques Pr̩vertbut by Henri JeansonJanson was much more interested in the JouvetArletty couple than in the pair of loversAnnabellaAumontThe latter is rather bland and their story recalls oddly the Edith Piafs song les amants dun jourexcept that the chanteuses tale is a tragic oneWhats fascinating today is this popular little world the canal SaintMartin settings This movie is dear to the French movies buffs for another very special reasonThe pimp Jouvet tells his prot̩g̩e Raymonde he wants a change of airatmosph̬re Because she does not understand the meaning of the world atmosph̬rethe whore Raymonde wonderful Arlettythinks its an insult and she delivers this linethat is undeniablythe most famous of the whole French cin̩ma In French Atmosph̬reAtmosph̬reEstce que jai une gueule datmosph̬re Translation attemptAtmosphereatmosphereHave I got an atmosphere face This is our French Nobodys perfect
1,Rowan Atkinson delivers an unforgettable performance as the clueless Mr Bean who never goes far without his Teddy Bear The appeal of Mr Bean is largely his childish behavior and innocence We dont know if he came from the sky or another planet He is the kind of strange character that you cant make up quite easily He is often alone and used to it He has a hard time communicating through speech which might be why we only hear his grunts at times There are other characters who speak to him and he responds The character of Mr Bean is a mystery and still is He lives alone and does the unthinkable when he can do the sensible thing Mr Bean is rather an odd man out who does not mind it much He rather live a simple life with his yellow car and teddy bear and hopes to get to work on time
1,When I bought my Toy Story tape when it came out to Video after being released in theaters I saw a trailer for this that said from the creators of Toy Story As soon as I saw that I knew this was gonna be a good feature I was right A Bugs Life like Toy Story is great story great characters and great animation My favorite characters are Dim the rhino Beetle voiced by Brad Garrett and Hemlich the Caterpillar voiced by the late Pixar Storyman Joe Ranft My favorite scene is when Slim the walking stick David Hyde Pierce lifts up Hemlich trying to distract the Bird and Hemlichs like You hoo Mr Early Bird How about a nice tasting worm on a stick and Slims like Im going to snap Im going to snap I just died laughing at that scene Being a big fan of insects I think A Bugs Life is my favorite Pixar even though I know a lot of people consider it the worst Pixar film ever I dont know how you could hate a Pixar film I think theyre all pretty good films Good job PIXAR
1,The above line sums it up pretty good The best assets of the comics are its visual gags and wordjokes the latter of which are almost impossible to translate which is why the comics are at their best in their original language Both are quite hard to capture in film which is why those will never be as good as the comics Movies are simply a different medium than comics With that in mind this movie does surprisingly well in capturing the fun of the comic The word gags are bearable and sometimes even funny Debouze does an Amelie reference I have to mention that I watched the french version If you dont watch the french version or your lack of understanding of the french language limits you to the subtitles the word jokes will probably suck The slapstick is okay as well its a very simple form of humor and not really funny when youre older than twelve but it captures the spirit of the comicbooks The other visual jokes are the movies saving grace for the older audience as their often quite funny The acting is totally over the top but again thats not annoying at all as it captures the spirit of the comicbooks Only Depardieu and Clavier dont really overact which might be the reason some people think they didnt enjoy their roles I didnt notice a thing On the other hand Jamel Debouze and especially Claude Rich turn overacting into an artform Its actually fun to watch Again I fear it wouldnt be nearly as funny when the voices are dubbed Overall not a bad movie at all much better than the previous one Its not a classic and it doesnt dethrone The Twelve Tasks of Asterix as my favourite Asterix movie but its still worth seeing The french version that is 710
0,I saw this film over the weekend and while I was impressed as always with the beauty and polish of Churchproduced films I left disappointed that this one fell so short failing to inform members and leaving investigators with many unanswered questions The film is 70 minutes of vignettes from the life of Joseph Smith Its not a true biopic because theres no real coherent narrative Most of the episodes concern Joseph doing good deeds playing baseball running races and laughing with children often in sloooow motion What a great just folks kind of guy that Joseph was huh Look at him out there beating rugs for his wife Emma Well howzbout the rugs of his 33 plural wives No mention whatsoever is made of polygamy A glaring omission And it is in such omissions where the film falters It supplies too little information and leaves critical thinking audience members wondering WHY is Joseph getting tarred and feathered WHY is he getting thrown in jail and WHY does that mob want to kill him The films climax is of course Joseph and Hyrums trek to Carthage jail riding past a veritable United Nations of faces looking out from Nauvoos doorways But no mention is ever made about WHY Nothing about Smith suppressing the Nauvoo Expositor newspaper and ordering its press destroyed for its revealing the secret teaching of polygamy The audience is left to wonder or to assume its just more baseless persecution of the Church No mention of Joseph being charged with treason for declaring martial law and calling out the Nauvoo militia Of course I certainly did not expect this Churchproduced film to present the Joseph of Richard Bushmans recent biography Rough Stone Rolling but I was surprised and taken aback at just how little of substance was actually presented And worse what substance that was presented was often inaccurate Two examples jumped out at me First the translation of the Book of Mormon The film shows Joseph reading right off the golden plates in their tworing binder which plates in reality were hidden far from the site Its well known that Joseph did his translating by burying his face in his hat peering at the seer stone in there The second inaccuracy occurs at Carthage jail where the mob storms the cell The History of the Church reports that Joseph had a sixshooter and even fired off a few rounds before jumping out the window and giving the Masonic signal of distress as reported in Times  Seasons Maybe showing the reality of the gunfight would have shattered the hearttugging mood the filmmakers had created but by omitting it they were unfaithful to history and failed to show Joseph as he really was handy with a gun and able to defend himself In fact the impression the film gives is that Joseph was a nice guy but also something of a milquetoast that everybody beat up tossed in jail and eventually murdered in cold blood He was far from that Joseph was a disciplined and determined man who endured a lot of hardship and struggle to bring to fruition that in which he believed See the film but know going in thats its cotton candy Then get your meat and potatoes by reading a copy of Bushmans biography of Smith Rough Stone Rolling  PS Churchproduced films have no credits but seasoned eyes can pick out a couple familiar faces Rick Macy is excellent as Joseph Smith Sr and Bruce Newbold beloved as Thomas in Finding Faith in Christ here plays the cranky Methodist minister who failed to show Christian love to a young seeker after Truth
0,ExCUSE me but my tongue was TOO in my cheek when we filmed this piece o poop As the evil sister with hair that Mommy Dearest would envy I did my very best to channel Tim Curry in Rocky Horror Im sad that this did not come across Ah well a friend compared it to a rock bottom budget SHOWGIRLS with a white hot spoon Ill have to be content with that  What amazes me is no one mentioned the endless and dull wet Tshirt contest It is seriously the longest wet Tshirt contest in cinema history And the only one where the contestants were wearing industrial strength cottonpolyester shirts that defied all efforts to get them wet and translucent  And didnt anyone catch the directors cameo as the dude on the payphone interrupted by our hero With the line are we filming yet clearly audible Jeez this is bad movie heaven for REAL aficionados
1,Real cool smart movie I loved Sheedys colors especially the purple car Alice Drummond is Wise And Wonderful as Stella I liked Sheedys reference to how her face had gotten fatter The roadside dance scene is brilliant Really liked this one
0,Feh This movie started out in an interesting manner but quickly ran the gamut from confusing to dull The confusing parts happened mostly at the beginning where the cut scenes are so numerous that its hard to tell just what is going on for the first twenty minutes or so The dull comes later with a tepid romance between the two living peoplepusses both The vengeful spirit of the dead girl is actually the most lively person in the film which is sad If the rest of the cast had been up to her caliber the movie might have been better Maybe Because the storyline gets really interesting for awhile as it appears that the insane priestess mother of the dead sixteen year old girl is trying to resurrect her daughter from the dead with the decidedly unfortunate side effect that all of the other dead people would come back as well take on solid human form and most likely start killing off everybody A sort of Japanese mystical Night of the Living Dead type thing But this doesnt come to pass Even though this hairy unwashed priest with a tiny basket strapped to his head tells the uninteresting young people that this will come to pass if the priestess finishes her ritual she does just that and the only dead person who manifests is her daughter No mass rising of the dead no walking army of corpses nothing The priest merely makes the girls spirit go back to the land of the dead taking the washed out wuss of a boyfriend with her as shed crushed his spine like peanut brittleat which point I was tempted to cheer loudly as this idiot went over to kiss and fondle the DEAD girlewwww The Robitussen sucking spineless best friend has a long introspective shot at the end as she leaves the village for the last time and thats it No real horror no real creepiness which the Japanese tend to do far better than American film makers with their emphasis on overthetop cheesy face makeup no screaming mimis I was very disappointed
1,Despite its pedigree the most interesting things about this series are not the animatronics or puppetry which while charming are little more than sideshows at least in the story I saw A STORY SHORT In fact loathe though I am to admit it the programmes chief pleasure lies in that most ancient art storytelling John Hurt in Rowley Birken QCmode grotesque medieval makeup relates a story about story telling seated by the fire accompanied by a cynical dog One winters day starving and poor he spots a fellow beggar thrown out of the Royal Kitchen by the nasty cook The Story Teller tricks this latter into giving them an excellent soup Furious the Cook pleads with the King for permission to boil the villain but pleased with the Story Tellers wit the monarch offers him a reprieve  for 100 nights he must tell the King a new story if he fails to do so he will hand him over to the cook The story may be old but its told with great gusto Anthony Minghellas script is excellently dramatic as befits a playwright witty and with some disturbing concerns beneath the fun such as fears for the self or the culturally selfgenerating power of storytelling linked to the continuation of ideological power For a programme aimed at children it is bracingly selfreflexive with little nonsense about film being the new oral culture despite the Americanised style there is a charming sense of medieval bustle its grotesqueness and arbitrary terror as well as its magic and power
0,This film may have been the biggest letdown Ive experienced in renting movies based on IMDb reviews Overall I simply found this to be a secondrate movie Leslie Cheung is certainly passable as the antihero and Ma Wu handles his character with cheerful competence On the other hand Ma Wus makeup facial hair is so obviously phony that I simply could not take him seriously He looked like an overweight teenager dressed up for Halloween complete with the 495 stickon beard The special effects were soso though the undead in the cellar were pretty good The treetongue looked like something from a bad 1950s monster flick though the POV shots from the tongues view more closely resembled Sam Raimis trademark shots in the more recent Evil Dead trilogy The pyrotechnics were hohum and the final battle is about as dull as you can get In fact it most closely reminded me of the Lost in Space episode where the Robinsons are caught in a sandstorm and  The plot was not particularly original and has been told countless times in the form of European fairy tales There was no suspense and no plot twists In fact you know right away as you are introduced to the characters who is good who is bad and who is going to survive I just returned this film to Netflix and then I sat down to write this review The very first thing I did was check the production date Yep it says 1987not the 1967 that I thought it might be And that pretty much sums it up The production values and FX are typical of the 1960s The plot and action seem much older as Hollywood was actually producing some interesting and challenging films in the 60s  out of 
1,This is one of those films that explore the culture clash of Eastern born people in Westernized cultures  Loving on Tokyo Time is a sad film about the inability of opposites to attract due to major cultural differences Ken rock nroll fanatic marries Kyoto a Japanese girl so that she can stay in the United States when her visa expires The marriage is only expected to be temporary that is until Kyoto gains legal status again But Ken who seems to be lost in every relationship takes a liking to Kyoto and tries very hard to make things work out This despite his friends urging that dumping Kyoto and getting rid of all commitments to girls is bad for rock n roll except to inspire some song writing about broken hearts and all of that But Kyoto comes from a strict traditional Japanese upbringing and doesnt expect to be married to Ken all that long Not only that she is homesick and wants to return to Japan Its sad in that this is finally someone Ken thinks he can love and be with and all that except the one time he thinks hes found someone to feel that way about the girl isnt expecting to stay that long Its not that she doesnt like Ken its just that shes used to a whole nother way of life She says I cant tell him the way I feel in English and Ken cant tell me the way he feels in Japanese Its a rather sad love story with a killer 80s technonintendo soundtrack I picked up Loving on Tokyo Time because it reminded me of one of my favorite 80s films Tokyo Pop And for those of you who enjoyed Loving on Tokyo Time check out Tokyo Pop a New York singer goes to Japan and joins a Japanese American cover band except its a movie with a happy ending 
1,Sure for its super imagery and awesome sound its a great home theater show off disk but this is also a touching drama as well as an informative documentary The parallel stories that are intertwined throughout this film will keep all viewers interested Young old boys and girls alike will find that deep down we are all fans of the automobile especially the high performance indy machines that are the result of generations blood sweat tears ingenuity and perseverance The Mark Knopfler and Ry Cooder sound track is perfectly matched to the visuals and the content I dont want to give away the ending but the final driving sequence to Quincy Jones Days Like These just might bring a tear to your eye Enjoy it
0,This ones a doozy Dating from 1949 Scene of the Crime often plays more like a Coen Bros movie set in the 1940s and filmed in black and white except that the writers ear for pastiche here isnt quite so welltuned  maybe this can be seen instead as the forerunner to Oscarbaiting schlock like Road to Perdition Frankly its a wonder that this film isnt considered a classic by film professors and critics everywhere considering how much it offers in term of overly articulated mannerist thrills cloaked in false significance  much like the grandaddy of all such fake art films Citizen Kane or anything by Murnau   MGM is usually a studio that can do no wrong in my eyes and I think any story any atmosphere even gritty realism can only benefit from grotesque overaestheticization You could say Im a disciple of the Minnelli school But it takes a certain light touch to write mannered toughguy dialogue of the Dashiell Hammett stripe a willingness perhaps to let maybe one or two scenes pass without a line like Careful Mr Wiggly or youll have thirteen fish to fry and no little wormies to catch them with I made most of that up  Mr Wiggly unfortunately made the cut  but believe me the dialogue is just that loonily inflated and riddled with non sequiturs Even the lead cops wife played by Arlene Dahl speaks like she has a moonshaped scar under one eye and the Christian name Rocco By the time Van Johnson turns in his badge with the line Im sick to death of death and homicide youll wonder how the writers fixation with ornate literary devices  in this case zeugma  could ever have been misconstrued as street  For those who have outgrown The Naked Gun series this is the funniest copsnrobbers film going
1,My wife and I struggle to find movies like this that are clean and yet enjoyable for adults If you cant find a cinema that is playing it call your cinema and request it Bravo Five Sisters Productions for courage tenacity and creative endeavor
0,This was the second MST3Kd movie I ever saw and still holds a place in my heart as one of the most hilariously awful film experiences you are ever going to have  Miles OKeeffe sp is in this using his chiseled physique to score another payment on the mortgage on his condominium Hes stiff wooden and unconvincing but he still comes across as a cool likable guy and at least hes photogenic Thats the only decent I can find to say about the movie so I thought I would get it out of the way right up front The fact that he is in the movie adds another point to the score and saves it from being a 1 out of 10  In no particular order examples of how badly put together this film is 1OK the Tanya Roberts clone Mila quests to the ends of the earth to find Ator which takes 3 minutes of screen time including the time she spends stumbling around dying from a poisoned arrow in her shoulder which I assume would have slowed her down quite a bit So Ator heals her up and takes his trusty aid Thong and sets out to go back to the her castleand proceeds to take the next 50 minutes of the movie recovering the ground that Mila traversed in 3 minutes How does that work I know that the intrepid crew is being harassed by magical forces and enemies etc on the way back but still 2Apparently the writerdirector felt the need to add depth to the film by adding a running debateSocratic dialoggame of 20 questions between Zor the mean John Saxon wannabe and the wise man Akronas the Richard Harris wannabe But Joe Damoto apparently got his philosophical training from Hallmark cards TShirts and bumper stickers and he doesnt understand tempo pacing or timingand neither do the actors Crows remark during one of these exchanges is the tag line for my entry The scenes with these two drag on and on bringing the movie to a screeching halt and killing any momentum or excitement generated by the swordfighting and questing of the heroic trio 3 Once Ator arrives at the castle and is captured things go even farther downhill Zor decides to feed a bunch of women victims along with Ator and Mila to the Serpent God he keeps in his basement This scene had some potential for excitement so the director immediately kills this potential by instilling the scene with all the drama of people waiting in line at the DMV to pay their traffic fines Ator proceeds to have a big battle with the Serpent that is barely more convincing than Bela Lugosis battle with the rubber octopus puppet in Bride Of The Monster  4 The climactic scene in which Ator invents the hang glider out of twigs and animal skins is so patently silly that it completely blows the viewer out of the movie and makes you roll on the floor laughing until your sides hurt  5 Oh yes and the filmmakers decided to include stock footage of an atomic explosion at the end with the moral that Ator decided to destroy the atomic nucleus McGuffin that drives the movie because mankind was not ready Zzzzip MESSAGE COMING IN Just like Bride Of the Monster again come to think of it All it needed was a bystander to observe They tampered in Gods domain 6 For some reason the version of the movie I saw features introductory and closing homoerotic credit sequences that have absolutely NOTHING to do with anyone or anything else in the movie I have no idea where this footage came from but it is actually WORSE than the actual movie it bookends  Watch this only if you are a big fan of Miles or if you enjoy the way MST3K skewers material like this
0,this film has its good points hot chicks people die the problem the hot Chicks barley get nude and you dont get to see many of the people dieing mostly just lots of fast movements and screaming though there were two good kill scenes also for those of you watching this for JENNA JAMESON she is just a side chearator with a very small role and Minor nude scenes What this film needed script and story would be nice but I will not complain about that simply put it needs more nudity and better kill scenes cuz lets face it that is why we watch these flicks I wouldnt waste my money on itand if you must wait until its on the OLD shelves at your local video store
1,This is a classic action flick from the 80s featuring Arnold Schwarzenegger in one of his most memorable roles Set in a futuristic police state where the government controls everything including the television networks One of their most popular TV shows is The Running Man where convicted felons are hunted down and killed for the entertainment of millions Its set up like a game show where the audience votes for their favorite stalkers trained killers who hunt down and kill the shows unlucky contestants Audience members also win prizes for correctly predicting who will be killed by whom And the host is played by none other than Family Feuds Richard Dawson whos game show experience makes him well suited for this role When Ben Richards Arnold is falsely accused of mass murder he is forced to play this sadistic game This movie is chock full of classic Arnold oneliners such as his famous Ill be back right before he enters the arena And he taunts a stalker armed with a flamethrower with How about a light I could go on and on but I dont want to spoil the movie Its funny stuff Whether it was intended or not this movie serves as a great parody of todays Reality TV craze Already there are numerous programs that show people enduring pain and humiliation for the entertainment of viewers and even court cases are televised for their entertainment value Running Man demonstrates what would happen if reality TV hit rock bottom and it is a scary picture One can only hope that the networks have the common sense not to let it go that far Overall this is a fun film  I highly recommend it 9 out of 10
1,Judy Davis shows us here why she is one of Australias most respected and loved actors  her portrayal of a lonely directionless nomad is firstrate A teenaged Claudia Karvan also gives us a glimpse of what would make her one of this countrys most popular actors in years to come with future roles in THE BIG STEAL THE HEARTBREAK KID DATING THE ENEMY RISK and the acclaimed TV series THE SECRET LIFE OF US Incidentally Karvan as a child was a young girl whose toy Panda was stolen outside a chemists shop in the 1983 drama GOING DOWN with Tracey Mann If this films comes your way make sure you see it Rating 79100 See also HOTEL SORRENTO RADIANCE VACANT POSSESSION LANTANA
0,Did you ever think like after watching a horror movie with a group of friends Wow this is so cool We have got to make a splatter horror movie ourselves some day soon I bet it isnt as difficult as it seems Well this must have been what went through the minds of the young Campbell brothers back in 2003 presumably right after watching Sam Raimis The Evil Dead or a similar independent horror classic This Demon Summer however is so bad its embarrassing These young amateurish filmmakers obviously worship the horror genre and know their classics but that nearly doesnt make them talented Ive seen quite a lot lousy Bmovies in my years as a horror fanatic but this honestly ranks as one of the biggest pieces of crap ever made And its quite sad to be this openhearted because the whole cast and crew clearly had good intentions Theres pretty much no script at all A duo of thugs simply steals a mysterious book from a bum and whilst reading some passages of it one of them mutates into a hideous demon that starts killing off members of all the different teenagergroups dorks hot Catholic girls stoners and troublemakers Thats about it except of course for all the obligatory clich̩s like the hot girl falling for the biggest dork etc etc The performances are really painful to listen to and none of these annoying teenagers use mimicry They just stand there motionless until the script says its their turn to interact I hate that Some of makeup effects are remotely decent but still not spectacular and the soundtrack contains some of the most awful punksongs ever This film should never have been released I can very well imagine that it must have been fun to be a part of the production but its utterly imbecile and doesnt feature the slightest redeeming element Not even a bit of amateurnudity damned
0,im ask what a f are whit the realTV never i see some b in my life is a dirty f bad and other a things but anything more is just a piece of American s all time Britney saying oh s i wanna see his cock i wanna f and stuck his d and he thinking oh like i gone to still her money its just another show of s any one more the only good are what Britney sell in interior clothes but noting special noting its just like i say another s show in this s sill out the money pure sex all f time i just see for i sleep on the before show for this i wanna my f money
1,Moonwalker is a Fantasy Music film staring Michael Jackson with different segments I will rate each segment individually Segment 1 opens the film with a Music video The Music video is a concert of Michael Jackson performing the song Man in the Mirror the Music video also shows montages of historical figures such as Gandhi Martin Luther king JR John Lennon and more The first segment was a good choice to open the film i liked the song and also loved the montage of the historical figures I even loved the message in the song I give the first segment a 910 Segment 2 shows a montage of Michael Jacksons start from the Jackson five to his solo career The montage i thought was well made i liked the animation they put into it and i also loved their choices of songs such as I I want you back Beat it Thriller can you feel it and the way you make me feel The only thing i wish they could have done a little a better in one of the songs in the montage is We are the world The reason why is all you see is rain drops and in those drops are images of Michael Jackson and the chorus of the celebrities but its a little hard to see the chorus Other than that the segment is still good I give it a 910 Segment 3 is the song Bad Youre probably thinking its Michael Jacksons Music video of badWell yes and no This segment is the Music video but its redone by Kids The segment was cute but it wasnt as good as the other segments I give it a 610 Segment 4 is a short Claymation Music film that takes place after the kids version of bad called Speed Demon The short is about Michael Jackson being chased by his beloved fans and the press and he disguises himself as a rabbit and rides a motorcycle to try to get away from them The claymation in the chase sequence was great but some parts in the film the Claymation characters looked a little fake when they interact with real people Also at the end of the clip out of nowhere Michael Jackson rabbit costume comes to life and hes dancing with it I liked the dancing but that was like out of nowhere I give it a 810 Segment 5 is Michael Jacksons Grammy winning Music video Leave me alone The Music Video is about the media poking their nose at Michael Jacksons personal life and Michael Jackson feels they wont leave him alone no matter how much hes proved innocent The music video really speaks out but keep in mind this happened before the child molestation this just all about the rumors of him in the 80s but i didnt feel this Video should be in this Movie because its a kids Movie and i dont think kids will understand what hes singing about I give this Music video 810 Segment 6 leads us to the main story of the whole movie called Smooth Criminal Michael Jackson plays a gangster who uses his powers of a wishing star as a crime figure to protect children  including John Lennons son Sean Lennon from an Evil Mobster named Mr Bigg Played by Joe Pesci The segment i thought really brought out the film especially when he danced and sang the song Smooth Criminal with a bunch of Criminals I also thought the special effects were good The weird thing about the Segment is why are kids hanging out with a grown man it never explained why Also Joe Pesci character talks about Drugs and what he plans to do with them I mean why would you talk about drugs in a kids film Other wise it was good My rating for this segment is a 810 Segment 7 is the final segment of the whole movie The film ends with Michael Jackson singing a Cover version of the Beatles Song Come Together and then during the credits we see Michael Jackson singing with Ladysmith Black Mambazo Michael did a good cover of Come Together and i think it was good idea putting including a group of good singers with a talented musican like him My rating is 910 This movie is a good Michael Jackson film i think it really brings out children s Imagination The film is almost as Imaginative as the Beatles animated movie Yellow Submarine if you like Michael Jackson and youre up to a film with a lot of creativity this is the film My Overall rating for this movie is 810
0,I see that the majority of the comments so far have been if not overly positive then at least positive I can not understand that The only explanation I can find is that the people who commented had something to do with the film because this is one of the worst movies Ive ever seen It makes Boggy Creek II and Mutant look like masterpieces of horror The acting is shaky at best and awful for the most part The entire movie is almost pitch black probably so they could shoot it all in the same location The monster looks like something from one of Roger Cormans worst films And the plotwell the less said about it the better One to avoid at all costs
1,This movie is sort of similar to Better Off Dead as it has some of the same stars This one though isnt quite as good Granted it is rather funny and enjoyable there is something about Betterthat I like well better This one has these guys going to Nantucket to spend there summer vacation While there they meet this girl whos trying to save here house from this guy who wants to turn it into a lobster restaurant This guy really doesnt seem to like lobsters cause in one scene he sticks it into boiling water and puts in a stethoscope so he can hear it scream The main character is torn between this girl and the girl of the son of the guy who wants to make the restaurant Somehow or another this leads to a big boat race showdown kind of like in Summer Rental though it works a bit better here and fits into the plot a little better Though what is the deal with boat races at this time Was there some weird fascination with them For the most part this movie delivers laughs at a good clip but Better Off Dead was still better cause it was the first and the jokes worked better
0,Blond main character always believes in everyone and when you stick together you can do ANYTHING Shy guy best friend with curly hair rip off of Gordo wants to be a movie director has a secret crush on zoey Spanish best friend rip off of Miranda Weird smart girl Quinn rip off of Lary Tudgemenand the popular stock up prep Logan rip off of kateAnd Zoeys little brother Max annoying rip off of Matt Zoey is the semi popular girl with 2 best friends The only thing its missing is the funny little sacastic cartoon Lizzie Mcguire has and Hillary Duff was a lot cuter Jamie Lynn Spears looks more like a tooth pick in a tube top
1,I dont watch very many horror movies but one night I sat down and watched this with my cousins Now were teenagers so we tend to make fun of a lot of things but honestly the acting here really wasnt very good especially at the beginning One line that stood out was when Scarlett says to Jill and Tiffany This is so high school while the next scene shows Jill walking past a sign with their High School name on it Many parts at the beginning reminded me of a corny badlywritten badlyacted Lizzie McGuire episode However as the story progressed and the cast moved on to just about only Jill most of the time I was able to appreciate the movie more Camilla Belle did really well in this movie and I think that the other actors and actresses ruined the movie for her And I must admit this was one of the scariest movies Ive ever seen Well no there werent big monsters and white faces appearing in dark corners and possessed dolls but the thing that made this movie scarier than ones containing those things is that it really could happen And this movie really reminded me of what really IS scary We all know were not likely to stumble upon the living dead any time in our lives but the idea of having a murderer inside the house youre babysitting at could really happen The only flaw with this movie is that its one of the most clich̩ movies Ive ever seen It has everything in it that any horror movie has ever had turning the keys and the car starts shadows in the corner turning the corners of the stairs with suspense turning around and seeing a dead body ending a fatal scene quickly with waking up from a dream etc At the suspenseful scenes it was very predictable but overall I would give it a 710 Its definitely worth seeing By the way This is my first review so I dont know if any of those things were spoilers But just to be safe
0,Boy oh boy oh golly gee The most interesting thing in the movie was the hilarity of the bluescreen effects used to create Moms invisibility They looked like they were shot on cheap video and it looks totally unreal and not even in a good way where its so funny that you end up loving the movie I did NOT end up loving this movie The attempted steadicam shots were really pathetic as well I mean hey if they had a low budget flick thats fine You can still make a great movie with a low budget But a BAD movie and a low budget AND effects That makes for a bad combination In this case such a doomed combo created the craptastic film Invisible Mom If you have kids and your kids have no taste perhaps they will stay awake through all of this one
